product_name,brand,country,claim_text,claim_type,x_category,touchpoint,relevancy,product_category,product_subcategory
Cream J,Brand D,USA,Instant soothing,statement,sensory,Digital,0.36,Skincare,Cream
Cream J,Brand D,USA,Visible glow immediately,statement,science/formulation/ingredient/packaging,POS,0.8,Skincare,Cream
Cream J,Brand D,USA,Deep hydration effect,statement,science/formulation/ingredient/packaging,PACK,0.95,Skincare,Cream
Cream J,Brand D,USA,Clinically proven results,statement,shares/sales/R&R/endorsement,POS,0.31,Skincare,Cream
Cream J,Brand D,USA,Non-comedogenic,statement,science/formulation/ingredient/packaging,Digital,0.47,Skincare,Cream
Cream J,Brand D,USA,Tested on sensitive skin,imagery,science/formulation/ingredient/packaging,POS,0.83,Skincare,Cream
Cream J,Brand D,USA,Reduces pore appearance,imagery,science/formulation/ingredient/packaging,TVC,0.54,Skincare,Cream
Cream J,Brand D,USA,Eco-friendly packaging,imagery,science/formulation/ingredient/packaging,TVC,0.48,Skincare,Cream
Cream J,Brand D,USA,Reduces pore appearance,imagery,shares/sales/R&R/endorsement,PACK,0.34,Skincare,Cream
Cream J,Brand D,USA,Visible glow immediately,comparative/superiority,clinical/instrumental,POS,0.65,Skincare,Cream
Cream J,Brand D,USA,Pro formula,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.67,Skincare,Cream
Cream J,Brand D,USA,Innovative delivery system,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.68,Skincare,Cream
Cream J,Brand D,USA,Pro formula,imagery,emotion,POS,0.61,Skincare,Cream
Cream J,Brand D,USA,Smooth skin after 1 week,imagery,science/formulation/ingredient/packaging,POS,0.61,Skincare,Cream
Cream J,Brand D,USA,9 out of 10 women agree,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.96,Skincare,Cream
Cream J,Brand D,USA,Improves skin elasticity,imagery,science/formulation/ingredient/packaging,POS,0.95,Skincare,Cream
Cream J,Brand D,USA,Sustainable packaging,comparative/superiority,shares/sales/R&R/endorsement,PACK,0.53,Skincare,Cream
Cream J,Brand D,USA,Instant soothing,imagery,local relevance/safety/sustainability,Digital,0.31,Skincare,Cream
Cream J,Brand D,USA,Glowing skin all day,imagery,sensory,POS,0.38,Skincare,Cream
Cream J,Brand D,USA,Improves skin elasticity,imagery,science/formulation/ingredient/packaging,POS,0.64,Skincare,Cream
Serum A,Brand A,China,More hydration than leading brand,statement,local relevance/safety/sustainability,TVC,0.54,Skincare,Serum
Serum A,Brand A,China,Eco-friendly packaging,statement,science/formulation/ingredient/packaging,TVC,0.52,Skincare,Serum
Serum A,Brand A,China,Visible results in 7 days,statement,consumer perception,TVC,0.54,Skincare,Serum
Serum A,Brand A,China,9 out of 10 women agree,statement,consumer perception,Digital,0.37,Skincare,Serum
Serum A,Brand A,China,Fast-absorbing texture,statement,sensory,PACK,0.49,Skincare,Serum
Serum A,Brand A,China,Reduces fine lines,statement,clinical/instrumental,POS,0.52,Skincare,Serum
Serum A,Brand A,China,Deep hydration effect,statement,science/formulation/ingredient/packaging,Digital,0.76,Skincare,Serum
Serum A,Brand A,China,More hydration than leading brand,statement,emotion,TVC,0.32,Skincare,Serum
Serum A,Brand A,China,98% natural ingredients,statement,science/formulation/ingredient/packaging,TVC,0.98,Skincare,Serum
Serum A,Brand A,China,Innovative delivery system,statement,shares/sales/R&R/endorsement,PACK,0.99,Skincare,Serum
Serum A,Brand A,China,Non-comedogenic,imagery,emotion,POS,0.44,Skincare,Serum
Serum A,Brand A,China,Improves skin elasticity,imagery,science/formulation/ingredient/packaging,PACK,0.59,Skincare,Serum
Serum A,Brand A,China,Deep hydration effect,comparative/superiority,science/formulation/ingredient/packaging,POS,0.61,Skincare,Serum
Serum A,Brand A,China,Trusted by professionals,imagery,consumer perception,TVC,0.52,Skincare,Serum
Serum A,Brand A,China,Eco-friendly packaging,comparative/superiority,science/formulation/ingredient/packaging,POS,0.84,Skincare,Serum
Serum A,Brand A,China,9 out of 10 women agree,comparative/superiority,consumer perception,TVC,0.63,Skincare,Serum
Serum A,Brand A,China,Oil-free formula,imagery,shares/sales/R&R/endorsement,PACK,0.44,Skincare,Serum
Serum A,Brand A,China,Instant soothing,comparative/superiority,emotion,Digital,0.74,Skincare,Serum
Serum A,Brand A,China,Glowing skin all day,comparative/superiority,emotion,PACK,0.92,Skincare,Serum
Serum A,Brand A,China,Eco-friendly packaging,imagery,local relevance/safety/sustainability,Digital,0.36,Skincare,Serum
Serum A,Brand A,China,Recommended by dermatologists,imagery,clinical/instrumental,POS,0.36,Skincare,Serum
Serum A,Brand A,China,No parabens,imagery,science/formulation/ingredient/packaging,Digital,0.86,Skincare,Serum
Serum A,Brand A,China,Visible results in 7 days,comparative/superiority,local relevance/safety/sustainability,TVC,0.44,Skincare,Serum
Serum A,Brand A,China,Allergy tested,comparative/superiority,clinical/instrumental,POS,0.4,Skincare,Serum
Serum A,Brand A,China,Visible glow immediately,comparative/superiority,emotion,PACK,0.68,Skincare,Serum
Serum A,Brand A,China,Smooth skin after 1 week,imagery,shares/sales/R&R/endorsement,TVC,0.36,Skincare,Serum
Serum A,Brand A,China,Fragrance-free and gentle,imagery,science/formulation/ingredient/packaging,Digital,0.92,Skincare,Serum
Toner B,Brand A,China,Visible results in 7 days,statement,emotion,PACK,0.89,Skincare,Toner
Toner B,Brand A,China,Visible results in 7 days,statement,science/formulation/ingredient/packaging,Digital,0.7,Skincare,Toner
Toner B,Brand A,China,Instant soothing,statement,science/formulation/ingredient/packaging,TVC,0.36,Skincare,Toner
Toner B,Brand A,China,98% natural ingredients,statement,local relevance/safety/sustainability,TVC,0.96,Skincare,Toner
Toner B,Brand A,China,Oil-free formula,statement,science/formulation/ingredient/packaging,Digital,0.38,Skincare,Toner
Toner B,Brand A,China,9 out of 10 women agree,statement,science/formulation/ingredient/packaging,PACK,0.99,Skincare,Toner
Toner B,Brand A,China,Eco-friendly packaging,statement,consumer perception,POS,0.91,Skincare,Toner
Toner B,Brand A,China,Non-comedogenic,statement,science/formulation/ingredient/packaging,PACK,0.83,Skincare,Toner
Toner B,Brand A,China,Allergy tested,statement,clinical/instrumental,TVC,0.85,Skincare,Toner
Toner B,Brand A,China,Clinically proven results,statement,science/formulation/ingredient/packaging,Digital,0.77,Skincare,Toner
Toner B,Brand A,China,Dermatologist recommended formula,imagery,science/formulation/ingredient/packaging,TVC,0.35,Skincare,Toner
Toner B,Brand A,China,Improves skin elasticity,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.86,Skincare,Toner
Toner B,Brand A,China,Allergy tested,imagery,sensory,Digital,0.47,Skincare,Toner
Toner B,Brand A,China,Tested on sensitive skin,imagery,science/formulation/ingredient/packaging,POS,0.66,Skincare,Toner
Toner B,Brand A,China,Fast-absorbing texture,comparative/superiority,shares/sales/R&R/endorsement,PACK,0.94,Skincare,Toner
Toner B,Brand A,China,Boosts skin barrier,imagery,science/formulation/ingredient/packaging,TVC,0.87,Skincare,Toner
Toner B,Brand A,China,Eco-friendly packaging,comparative/superiority,clinical/instrumental,PACK,0.51,Skincare,Toner
Toner B,Brand A,China,Instant soothing,imagery,sensory,Digital,0.85,Skincare,Toner
Toner B,Brand A,China,Oil-free formula,comparative/superiority,consumer perception,Digital,0.51,Skincare,Toner
Toner B,Brand A,China,Allergy tested,comparative/superiority,local relevance/safety/sustainability,POS,0.77,Skincare,Toner
Toner B,Brand A,China,Sustainable packaging,imagery,science/formulation/ingredient/packaging,POS,0.46,Skincare,Toner
Toner B,Brand A,China,Innovative delivery system,imagery,sensory,Digital,0.4,Skincare,Toner
Toner B,Brand A,China,Boosts skin barrier,imagery,sensory,PACK,0.49,Skincare,Toner
Toner B,Brand A,China,Glowing skin all day,imagery,consumer perception,TVC,0.45,Skincare,Toner
Toner B,Brand A,China,98% natural ingredients,imagery,emotion,PACK,0.69,Skincare,Toner
Toner B,Brand A,China,Boosts skin barrier,imagery,science/formulation/ingredient/packaging,POS,0.78,Skincare,Toner
Cream C,Brand D,China,Fragrance-free and gentle,statement,science/formulation/ingredient/packaging,PACK,0.46,Skincare,Cream
Cream C,Brand D,China,Visible glow immediately,statement,science/formulation/ingredient/packaging,TVC,0.6,Skincare,Cream
Cream C,Brand D,China,Proven with clinical trial,statement,shares/sales/R&R/endorsement,TVC,0.94,Skincare,Cream
Cream C,Brand D,China,Reduces fine lines,statement,emotion,POS,0.97,Skincare,Cream
Cream C,Brand D,China,No parabens,statement,sensory,PACK,0.38,Skincare,Cream
Cream C,Brand D,China,Fragrance-free and gentle,statement,sensory,POS,0.32,Skincare,Cream
Cream C,Brand D,China,Fragrance-free and gentle,statement,science/formulation/ingredient/packaging,TVC,0.65,Skincare,Cream
Cream C,Brand D,China,Sustainable packaging,statement,sensory,POS,0.62,Skincare,Cream
Cream C,Brand D,China,Improves skin elasticity,statement,sensory,TVC,0.5,Skincare,Cream
Cream C,Brand D,China,Boosts skin barrier,statement,sensory,PACK,0.53,Skincare,Cream
Cream C,Brand D,China,Dermatologist recommended formula,comparative/superiority,consumer perception,POS,0.44,Skincare,Cream
Cream C,Brand D,China,Trusted by professionals,imagery,science/formulation/ingredient/packaging,PACK,0.56,Skincare,Cream
Cream C,Brand D,China,Pro formula,comparative/superiority,consumer perception,POS,0.44,Skincare,Cream
Cream C,Brand D,China,Improves skin elasticity,imagery,consumer perception,Digital,0.92,Skincare,Cream
Cream C,Brand D,China,Smooth skin after 1 week,comparative/superiority,science/formulation/ingredient/packaging,POS,0.91,Skincare,Cream
Cream C,Brand D,China,Pro formula,imagery,shares/sales/R&R/endorsement,PACK,0.58,Skincare,Cream
Cream C,Brand D,China,More hydration than leading brand,imagery,local relevance/safety/sustainability,Digital,0.65,Skincare,Cream
Cream C,Brand D,China,Fragrance-free and gentle,imagery,science/formulation/ingredient/packaging,PACK,0.35,Skincare,Cream
Cream C,Brand D,China,Visible glow immediately,imagery,clinical/instrumental,PACK,0.9,Skincare,Cream
Cream C,Brand D,China,Clinically proven results,comparative/superiority,clinical/instrumental,POS,0.35,Skincare,Cream
Cream C,Brand D,China,Innovative delivery system,imagery,science/formulation/ingredient/packaging,TVC,0.93,Skincare,Cream
Cream C,Brand D,China,Trusted by professionals,imagery,science/formulation/ingredient/packaging,PACK,0.33,Skincare,Cream
Cream C,Brand D,China,Glowing skin all day,comparative/superiority,sensory,TVC,0.65,Skincare,Cream
Cream C,Brand D,China,Non-comedogenic,comparative/superiority,sensory,Digital,0.59,Skincare,Cream
Cream C,Brand D,China,Innovative delivery system,imagery,shares/sales/R&R/endorsement,Digital,0.93,Skincare,Cream
Cream C,Brand D,China,Reduces fine lines,comparative/superiority,sensory,POS,0.45,Skincare,Cream
Cream C,Brand D,China,Trusted by professionals,comparative/superiority,shares/sales/R&R/endorsement,POS,0.42,Skincare,Cream
Essence D,Brand B,China,Clinically proven results,statement,science/formulation/ingredient/packaging,PACK,0.82,Skincare,Essence
Essence D,Brand B,China,Visible glow immediately,statement,emotion,TVC,0.5,Skincare,Essence
Essence D,Brand B,China,Reduces pore appearance,statement,science/formulation/ingredient/packaging,POS,0.32,Skincare,Essence
Essence D,Brand B,China,Eco-friendly packaging,statement,shares/sales/R&R/endorsement,Digital,0.35,Skincare,Essence
Essence D,Brand B,China,No parabens,statement,science/formulation/ingredient/packaging,Digital,0.78,Skincare,Essence
Essence D,Brand B,China,Visible results in 7 days,statement,emotion,Digital,0.32,Skincare,Essence
Essence D,Brand B,China,More hydration than leading brand,statement,sensory,Digital,0.71,Skincare,Essence
Essence D,Brand B,China,Fragrance-free and gentle,statement,science/formulation/ingredient/packaging,Digital,0.53,Skincare,Essence
Essence D,Brand B,China,Clinically proven results,statement,science/formulation/ingredient/packaging,PACK,0.46,Skincare,Essence
Essence D,Brand B,China,Instant soothing,statement,science/formulation/ingredient/packaging,Digital,0.87,Skincare,Essence
Essence D,Brand B,China,Fragrance-free and gentle,imagery,sensory,POS,0.88,Skincare,Essence
Essence D,Brand B,China,More hydration than leading brand,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.72,Skincare,Essence
Essence D,Brand B,China,Smooth skin after 1 week,imagery,emotion,POS,0.74,Skincare,Essence
Essence D,Brand B,China,Visible results in 7 days,imagery,science/formulation/ingredient/packaging,PACK,0.49,Skincare,Essence
Essence D,Brand B,China,Pro formula,comparative/superiority,sensory,POS,0.84,Skincare,Essence
Essence D,Brand B,China,Instant soothing,imagery,science/formulation/ingredient/packaging,POS,0.3,Skincare,Essence
Essence D,Brand B,China,Smooth skin after 1 week,comparative/superiority,science/formulation/ingredient/packaging,POS,0.8,Skincare,Essence
Essence D,Brand B,China,Sustainable packaging,comparative/superiority,clinical/instrumental,Digital,0.83,Skincare,Essence
Essence D,Brand B,China,Boosts skin barrier,imagery,science/formulation/ingredient/packaging,POS,0.71,Skincare,Essence
Essence D,Brand B,China,Innovative delivery system,imagery,shares/sales/R&R/endorsement,POS,0.68,Skincare,Essence
Essence D,Brand B,China,Pro formula,comparative/superiority,clinical/instrumental,TVC,0.32,Skincare,Essence
Essence D,Brand B,China,Non-comedogenic,comparative/superiority,consumer perception,Digital,0.56,Skincare,Essence
Essence D,Brand B,China,Non-comedogenic,imagery,sensory,TVC,0.91,Skincare,Essence
Essence D,Brand B,China,9 out of 10 women agree,imagery,sensory,PACK,0.82,Skincare,Essence
Essence D,Brand B,China,Dermatologist recommended formula,imagery,emotion,POS,0.69,Skincare,Essence
Essence D,Brand B,China,Improves skin elasticity,comparative/superiority,sensory,Digital,0.63,Skincare,Essence
Essence D,Brand B,China,9 out of 10 women agree,imagery,emotion,Digital,0.39,Skincare,Essence
Essence E,Brand C,China,Glowing skin all day,statement,science/formulation/ingredient/packaging,POS,0.91,Skincare,Essence
Essence E,Brand C,China,Reduces fine lines,statement,emotion,TVC,0.83,Skincare,Essence
Essence E,Brand C,China,Tested on sensitive skin,statement,clinical/instrumental,Digital,0.36,Skincare,Essence
Essence E,Brand C,China,Recommended by dermatologists,statement,emotion,Digital,0.53,Skincare,Essence
Essence E,Brand C,China,Instant soothing,statement,science/formulation/ingredient/packaging,TVC,0.65,Skincare,Essence
Essence E,Brand C,China,Allergy tested,statement,local relevance/safety/sustainability,Digital,0.85,Skincare,Essence
Essence E,Brand C,China,Instant soothing,statement,science/formulation/ingredient/packaging,Digital,0.52,Skincare,Essence
Essence E,Brand C,China,Glowing skin all day,statement,science/formulation/ingredient/packaging,PACK,0.45,Skincare,Essence
Essence E,Brand C,China,More hydration than leading brand,statement,consumer perception,POS,0.75,Skincare,Essence
Essence E,Brand C,China,Allergy tested,statement,clinical/instrumental,TVC,0.54,Skincare,Essence
Essence E,Brand C,China,Reduces fine lines,imagery,science/formulation/ingredient/packaging,TVC,1.0,Skincare,Essence
Essence E,Brand C,China,Sustainable packaging,imagery,sensory,POS,0.39,Skincare,Essence
Essence E,Brand C,China,Eco-friendly packaging,comparative/superiority,consumer perception,Digital,0.99,Skincare,Essence
Essence E,Brand C,China,Dermatologist recommended formula,imagery,science/formulation/ingredient/packaging,Digital,0.34,Skincare,Essence
Essence E,Brand C,China,Glowing skin all day,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.62,Skincare,Essence
Essence E,Brand C,China,Allergy tested,imagery,local relevance/safety/sustainability,Digital,0.54,Skincare,Essence
Essence E,Brand C,China,Visible glow immediately,imagery,consumer perception,Digital,0.69,Skincare,Essence
Essence E,Brand C,China,Eco-friendly packaging,imagery,science/formulation/ingredient/packaging,POS,0.36,Skincare,Essence
Essence E,Brand C,China,Deep hydration effect,imagery,science/formulation/ingredient/packaging,PACK,0.48,Skincare,Essence
Essence E,Brand C,China,9 out of 10 women agree,imagery,local relevance/safety/sustainability,Digital,0.62,Skincare,Essence
Essence E,Brand C,China,Visible results in 7 days,imagery,science/formulation/ingredient/packaging,Digital,0.59,Skincare,Essence
Essence E,Brand C,China,Fragrance-free and gentle,comparative/superiority,sensory,TVC,0.74,Skincare,Essence
Essence E,Brand C,China,Visible results in 7 days,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.79,Skincare,Essence
Essence E,Brand C,China,Fragrance-free and gentle,imagery,science/formulation/ingredient/packaging,Digital,0.71,Skincare,Essence
Essence E,Brand C,China,Visible results in 7 days,imagery,science/formulation/ingredient/packaging,Digital,0.55,Skincare,Essence
Essence E,Brand C,China,Dermatologist recommended formula,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.61,Skincare,Essence
Essence E,Brand C,China,Boosts skin barrier,imagery,local relevance/safety/sustainability,PACK,0.81,Skincare,Essence
Essence E,Brand C,China,Proven with clinical trial,imagery,science/formulation/ingredient/packaging,PACK,0.79,Skincare,Essence
Essence E,Brand C,China,98% natural ingredients,comparative/superiority,sensory,POS,0.35,Skincare,Essence
Toner F,Brand C,China,Innovative delivery system,statement,science/formulation/ingredient/packaging,Digital,0.96,Skincare,Toner
Toner F,Brand C,China,Visible glow immediately,statement,emotion,POS,0.73,Skincare,Toner
Toner F,Brand C,China,Non-comedogenic,statement,emotion,PACK,0.4,Skincare,Toner
Toner F,Brand C,China,Tested on sensitive skin,statement,sensory,PACK,0.37,Skincare,Toner
Toner F,Brand C,China,Recommended by dermatologists,statement,consumer perception,PACK,0.36,Skincare,Toner
Toner F,Brand C,China,Recommended by dermatologists,statement,emotion,POS,0.32,Skincare,Toner
Toner F,Brand C,China,Instant soothing,statement,consumer perception,PACK,0.89,Skincare,Toner
Toner F,Brand C,China,Proven with clinical trial,statement,science/formulation/ingredient/packaging,TVC,0.59,Skincare,Toner
Toner F,Brand C,China,More hydration than leading brand,statement,sensory,TVC,0.51,Skincare,Toner
Toner F,Brand C,China,Instant soothing,statement,shares/sales/R&R/endorsement,Digital,0.64,Skincare,Toner
Toner F,Brand C,China,Trusted by professionals,imagery,consumer perception,Digital,0.61,Skincare,Toner
Toner F,Brand C,China,Eco-friendly packaging,comparative/superiority,clinical/instrumental,PACK,0.45,Skincare,Toner
Toner F,Brand C,China,Instant soothing,comparative/superiority,clinical/instrumental,Digital,0.83,Skincare,Toner
Toner F,Brand C,China,Visible glow immediately,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.79,Skincare,Toner
Toner F,Brand C,China,Fast-absorbing texture,imagery,clinical/instrumental,PACK,0.53,Skincare,Toner
Toner F,Brand C,China,Proven with clinical trial,imagery,clinical/instrumental,POS,0.91,Skincare,Toner
Toner F,Brand C,China,Smooth skin after 1 week,imagery,science/formulation/ingredient/packaging,POS,0.77,Skincare,Toner
Toner F,Brand C,China,Visible glow immediately,imagery,consumer perception,POS,0.91,Skincare,Toner
Toner F,Brand C,China,Instant soothing,imagery,sensory,PACK,0.5,Skincare,Toner
Toner F,Brand C,China,Recommended by dermatologists,imagery,science/formulation/ingredient/packaging,PACK,0.89,Skincare,Toner
Toner F,Brand C,China,9 out of 10 women agree,comparative/superiority,sensory,POS,0.8,Skincare,Toner
Toner F,Brand C,China,Tested on sensitive skin,imagery,emotion,POS,0.63,Skincare,Toner
Toner F,Brand C,China,Smooth skin after 1 week,comparative/superiority,sensory,TVC,0.72,Skincare,Toner
Toner F,Brand C,China,Dermatologist recommended formula,imagery,clinical/instrumental,TVC,0.98,Skincare,Toner
Toner F,Brand C,China,Recommended by dermatologists,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.98,Skincare,Toner
Toner F,Brand C,China,Tested on sensitive skin,imagery,shares/sales/R&R/endorsement,TVC,0.9,Skincare,Toner
Toner F,Brand C,China,Innovative delivery system,imagery,science/formulation/ingredient/packaging,Digital,0.66,Skincare,Toner
Toner F,Brand C,China,Fragrance-free and gentle,imagery,sensory,POS,0.93,Skincare,Toner
Serum G,Brand D,China,Fragrance-free and gentle,statement,science/formulation/ingredient/packaging,PACK,0.4,Skincare,Serum
Serum G,Brand D,China,No parabens,statement,science/formulation/ingredient/packaging,PACK,0.38,Skincare,Serum
Serum G,Brand D,China,Visible glow immediately,statement,science/formulation/ingredient/packaging,TVC,0.82,Skincare,Serum
Serum G,Brand D,China,Recommended by dermatologists,statement,science/formulation/ingredient/packaging,PACK,0.33,Skincare,Serum
Serum G,Brand D,China,Trusted by professionals,statement,emotion,POS,0.72,Skincare,Serum
Serum G,Brand D,China,Visible glow immediately,statement,clinical/instrumental,POS,0.77,Skincare,Serum
Serum G,Brand D,China,Innovative delivery system,statement,local relevance/safety/sustainability,POS,0.47,Skincare,Serum
Serum G,Brand D,China,Trusted by professionals,statement,science/formulation/ingredient/packaging,POS,0.57,Skincare,Serum
Serum G,Brand D,China,Reduces pore appearance,statement,consumer perception,Digital,0.84,Skincare,Serum
Serum G,Brand D,China,9 out of 10 women agree,statement,clinical/instrumental,PACK,0.78,Skincare,Serum
Serum G,Brand D,China,Dermatologist recommended formula,imagery,shares/sales/R&R/endorsement,TVC,0.59,Skincare,Serum
Serum G,Brand D,China,Glowing skin all day,imagery,clinical/instrumental,PACK,0.99,Skincare,Serum
Serum G,Brand D,China,Visible glow immediately,comparative/superiority,sensory,Digital,0.49,Skincare,Serum
Serum G,Brand D,China,Smooth skin after 1 week,imagery,shares/sales/R&R/endorsement,POS,0.81,Skincare,Serum
Serum G,Brand D,China,Dermatologist recommended formula,imagery,emotion,TVC,0.77,Skincare,Serum
Serum G,Brand D,China,Reduces fine lines,imagery,consumer perception,TVC,0.51,Skincare,Serum
Serum G,Brand D,China,Reduces pore appearance,comparative/superiority,science/formulation/ingredient/packaging,Digital,0.36,Skincare,Serum
Serum G,Brand D,China,Oil-free formula,imagery,local relevance/safety/sustainability,PACK,0.69,Skincare,Serum
Serum G,Brand D,China,Instant soothing,imagery,consumer perception,Digital,0.71,Skincare,Serum
Serum G,Brand D,China,Non-comedogenic,comparative/superiority,shares/sales/R&R/endorsement,TVC,0.74,Skincare,Serum
Serum G,Brand D,China,Reduces pore appearance,imagery,science/formulation/ingredient/packaging,POS,0.93,Skincare,Serum
Serum G,Brand D,China,Eco-friendly packaging,imagery,clinical/instrumental,Digital,0.96,Skincare,Serum
Serum G,Brand D,China,Dermatologist recommended formula,imagery,science/formulation/ingredient/packaging,POS,0.77,Skincare,Serum
Serum G,Brand D,China,Dermatologist recommended formula,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.4,Skincare,Serum
Serum G,Brand D,China,Clinically proven results,imagery,consumer perception,Digital,0.32,Skincare,Serum
Serum G,Brand D,China,Deep hydration effect,comparative/superiority,consumer perception,PACK,0.3,Skincare,Serum
Serum G,Brand D,China,Glowing skin all day,comparative/superiority,consumer perception,TVC,0.44,Skincare,Serum
Serum G,Brand D,China,Visible results in 7 days,comparative/superiority,sensory,POS,0.32,Skincare,Serum
Serum G,Brand D,China,Recommended by dermatologists,comparative/superiority,consumer perception,TVC,0.57,Skincare,Serum
Serum G,Brand D,China,Trusted by professionals,imagery,local relevance/safety/sustainability,Digital,0.6,Skincare,Serum
Lotion H,Brand B,China,Reduces pore appearance,statement,emotion,Digital,0.51,Skincare,Lotion
Lotion H,Brand B,China,Trusted by professionals,statement,clinical/instrumental,Digital,0.88,Skincare,Lotion
Lotion H,Brand B,China,Deep hydration effect,statement,science/formulation/ingredient/packaging,TVC,0.82,Skincare,Lotion
Lotion H,Brand B,China,Recommended by dermatologists,statement,local relevance/safety/sustainability,PACK,0.7,Skincare,Lotion
Lotion H,Brand B,China,Deep hydration effect,statement,science/formulation/ingredient/packaging,TVC,0.69,Skincare,Lotion
Lotion H,Brand B,China,Oil-free formula,statement,sensory,PACK,0.62,Skincare,Lotion
Lotion H,Brand B,China,9 out of 10 women agree,statement,emotion,TVC,0.41,Skincare,Lotion
Lotion H,Brand B,China,Innovative delivery system,statement,consumer perception,Digital,0.71,Skincare,Lotion
Lotion H,Brand B,China,No parabens,statement,science/formulation/ingredient/packaging,PACK,0.63,Skincare,Lotion
Lotion H,Brand B,China,Visible results in 7 days,statement,clinical/instrumental,POS,0.56,Skincare,Lotion
Lotion H,Brand B,China,Deep hydration effect,imagery,local relevance/safety/sustainability,PACK,0.5,Skincare,Lotion
Lotion H,Brand B,China,Eco-friendly packaging,comparative/superiority,shares/sales/R&R/endorsement,Digital,0.88,Skincare,Lotion
Lotion H,Brand B,China,Recommended by dermatologists,imagery,science/formulation/ingredient/packaging,TVC,0.48,Skincare,Lotion
Lotion H,Brand B,China,Reduces fine lines,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.63,Skincare,Lotion
Lotion H,Brand B,China,Fragrance-free and gentle,imagery,local relevance/safety/sustainability,Digital,0.54,Skincare,Lotion
Lotion H,Brand B,China,Glowing skin all day,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.57,Skincare,Lotion
Lotion H,Brand B,China,Innovative delivery system,imagery,science/formulation/ingredient/packaging,POS,0.36,Skincare,Lotion
Lotion H,Brand B,China,Reduces pore appearance,imagery,consumer perception,Digital,0.91,Skincare,Lotion
Lotion H,Brand B,China,Clinically proven results,comparative/superiority,science/formulation/ingredient/packaging,TVC,1.0,Skincare,Lotion
Lotion H,Brand B,China,Trusted by professionals,comparative/superiority,science/formulation/ingredient/packaging,PACK,0.92,Skincare,Lotion
Lotion H,Brand B,China,Pro formula,imagery,science/formulation/ingredient/packaging,POS,0.57,Skincare,Lotion
Lotion H,Brand B,China,Improves skin elasticity,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.55,Skincare,Lotion
Lotion H,Brand B,China,Allergy tested,imagery,science/formulation/ingredient/packaging,POS,0.69,Skincare,Lotion
Lotion H,Brand B,China,Recommended by dermatologists,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.92,Skincare,Lotion
Lotion H,Brand B,China,No parabens,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.66,Skincare,Lotion
Lotion H,Brand B,China,Improves skin elasticity,imagery,emotion,Digital,0.89,Skincare,Lotion
Lotion H,Brand B,China,Non-comedogenic,comparative/superiority,consumer perception,Digital,0.82,Skincare,Lotion
Lotion H,Brand B,China,Reduces fine lines,comparative/superiority,consumer perception,POS,0.44,Skincare,Lotion
Lotion H,Brand B,China,Non-comedogenic,comparative/superiority,sensory,POS,0.48,Skincare,Lotion
Lotion H,Brand B,China,9 out of 10 women agree,comparative/superiority,sensory,PACK,0.54,Skincare,Lotion
Lotion I,Brand D,China,Trusted by professionals,statement,clinical/instrumental,PACK,0.73,Skincare,Lotion
Lotion I,Brand D,China,Smooth skin after 1 week,statement,science/formulation/ingredient/packaging,PACK,0.54,Skincare,Lotion
Lotion I,Brand D,China,98% natural ingredients,statement,consumer perception,POS,0.37,Skincare,Lotion
Lotion I,Brand D,China,Eco-friendly packaging,statement,emotion,POS,0.41,Skincare,Lotion
Lotion I,Brand D,China,9 out of 10 women agree,statement,local relevance/safety/sustainability,Digital,0.6,Skincare,Lotion
Lotion I,Brand D,China,Oil-free formula,statement,science/formulation/ingredient/packaging,TVC,0.47,Skincare,Lotion
Lotion I,Brand D,China,Non-comedogenic,statement,science/formulation/ingredient/packaging,TVC,0.6,Skincare,Lotion
Lotion I,Brand D,China,Boosts skin barrier,statement,science/formulation/ingredient/packaging,TVC,0.8,Skincare,Lotion
Lotion I,Brand D,China,No parabens,statement,local relevance/safety/sustainability,POS,0.87,Skincare,Lotion
Lotion I,Brand D,China,Reduces fine lines,statement,emotion,TVC,0.6,Skincare,Lotion
Lotion I,Brand D,China,Pro formula,imagery,local relevance/safety/sustainability,PACK,0.95,Skincare,Lotion
Lotion I,Brand D,China,No parabens,imagery,science/formulation/ingredient/packaging,PACK,0.83,Skincare,Lotion
Lotion I,Brand D,China,Proven with clinical trial,imagery,emotion,TVC,0.64,Skincare,Lotion
Lotion I,Brand D,China,Reduces pore appearance,imagery,consumer perception,PACK,0.59,Skincare,Lotion
Lotion I,Brand D,China,Improves skin elasticity,comparative/superiority,science/formulation/ingredient/packaging,TVC,0.56,Skincare,Lotion
